,cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,tipo_agencia
377,1325,769,65,2015-12-14 14:03:55 UTC,0.0206,25004.748468869304,46782.48,21777.7315311307,1289.793272205923,25,0,Em análise,Agencia Digital
378,1840,769,28,2022-11-09 21:15:07 UTC,0.0207,133660.49850055372,197742.96,64082.46149944628,4724.381745523744,43,3,Validação documentos,Agencia Digital
379,32,684,32,2019-05-19 10:55:50 UTC,0.0177,150541.80615265638,214230.17,63688.36384734365,12234.654513722122,14,2,Enviada,Agencia Fisica
380,975,684,55,2020-02-05 23:42:49 UTC,0.0188,21900.036042737866,26250.95,4350.913957262134,877.5985034895047,34,0,Enviada,Agencia Fisica
381,288,684,99,2010-06-03 04:04:33 UTC,0.0211,154699.66658385398,216491.47,61791.80341614603,5157.04578749289,48,5,Enviada,Agencia Fisica
382,1580,684,65,2010-07-20 17:53:43 UTC,0.0132,50119.07628128924,95137.69,45018.61371871077,1652.427165684944,39,3,Aprovada,Agencia Fisica
383,1667,684,73,2013-11-18 00:51:25 UTC,0.012,118073.1824320438,178655.96,60582.77756795618,2710.7867083090264,62,6,Validação documentos,Agencia Fisica
384,841,266,32,2022-11-25 04:38:38 UTC,0.022,97160.59481641308,175982.06,78821.46518358692,3297.896484707114,48,3,Enviada,Agencia Digital
385,596,266,2,2022-07-05 17:39:02 UTC,0.0242,131492.08202076913,206480.64,74988.55797923087,45969.00687528125,3,5,Aprovada,Agencia Digital
386,1287,266,97,2011-07-21 23:43:05 UTC,0.0091,113835.17993340692,227480.65,113645.47006659309,1717.7035834263247,102,5,Em análise,Agencia Digital
387,587,266,44,2021-04-01 02:29:52 UTC,0.0137,76609.37799757114,150537.1,73927.72200242888,1770.966192725794,66,1,Validação documentos,Agencia Digital
388,1074,574,32,2019-01-27 07:14:07 UTC,0.0096,20823.66311324863,38488.39,17664.72688675137,851.6711799128204,28,3,Enviada,Agencia Fisica
389,1616,15,32,2016-11-22 03:43:25 UTC,0.0225,3962.7425689358793,4673.56,710.8174310641211,248.23440043864073,20,4,Enviada,Agencia Digital
390,1130,15,97,2022-07-24 21:05:07 UTC,0.011,30531.58276293402,41233.61,10702.02723706598,489.2889333838018,106,3,Aprovada,Agencia Digital
391,1190,15,86,2014-07-23 11:54:56 UTC,0.0163,38683.035302739605,69288.88,30605.844697260403,1005.5717661933132,61,2,Validação documentos,Agencia Digital
392,1655,469,32,2014-05-23 12:01:59 UTC,0.0087,200491.47468614468,244528.99,44037.51531385533,3295.168984770048,87,0,Enviada,Agencia Digital
393,1704,469,32,2019-12-28 08:48:19 UTC,0.0107,88559.03491666532,126308.79,37749.75508333468,4203.605517995621,24,6,Aprovada,Agencia Digital
394,595,469,7,2018-06-16 04:28:43 UTC,0.0083,96236.51708933071,139447.52,43211.00291066931,1636.647105595574,81,5,Em análise,Agencia Digital
395,1893,752,32,2012-03-30 03:11:02 UTC,0.0116,103142.28335280152,124541.11,21398.82664719847,1712.5371762768536,104,0,Enviada,Agencia Fisica
396,1317,752,62,2012-03-01 02:57:23 UTC,0.0119,51392.65071735084,102016.69,50624.03928264916,52004.223260887215,1,3,Enviada,Agencia Fisica
397,577,752,21,2019-03-31 17:05:35 UTC,0.0172,16502.489573658113,28916.44,12413.950426341886,379.0828923989688,81,6,Em análise,Agencia Fisica
398,1969,292,32,2016-07-12 00:18:43 UTC,0.0223,125222.81502925216,211143.14,85920.32497074785,8931.15761490337,17,3,Enviada,Agencia Digital
399,615,292,39,2016-01-13 07:15:42 UTC,0.0118,105203.19917211948,130136.29,24933.09082788051,2121.53212052066,75,3,Aprovada,Agencia Digital
400,1874,292,13,2011-01-23 03:45:45 UTC,0.0161,75206.67576328942,128730.7,53524.024236710575,2173.189910783172,51,0,Validação documentos,Agencia Digital
401,1011,292,86,2022-09-06 02:25:29 UTC,0.0121,62126.60707974435,121550.6,59423.992920255645,1235.0945838615237,78,5,Validação documentos,Agencia Digital
402,1099,621,33,2015-10-10 19:35:33 UTC,0.0157,11569.135340000375,19598.82,8029.684659999622,258.25593005553065,78,3,Enviada,Agencia Fisica
403,330,621,33,2017-11-10 20:03:05 UTC,0.0164,11082.097743858196,16645.08,5562.982256141806,297.5883531514121,58,4,Aprovada,Agencia Fisica
404,1709,621,45,2012-03-10 19:25:50 UTC,0.0232,68060.22362404282,80872.04,12811.816375957174,2129.2380892532133,59,5,Em análise,Agencia Fisica
405,1983,254,33,2013-05-10 08:36:58 UTC,0.0184,113321.08355566605,146660.88,33339.79644433397,5883.366555052726,24,4,Enviada,Agencia Fisica
406,64,137,34,2019-10-06 21:06:21 UTC,0.0114,8110.3600801541825,11113.79,3003.429919845817,1406.1700076791576,6,6,Enviada,Agencia Digital
407,381,36,34,2014-11-25 02:21:19 UTC,0.0115,26168.86595181735,32190.33,6021.464048182649,449.0627286186648,97,4,Enviada,Agencia Fisica
408,351,36,97,2012-10-13 07:03:12 UTC,0.0153,164684.02167572262,228215.07,63531.0483242774,3052.0676049656126,115,6,Aprovada,Agencia Fisica
409,424,499,34,2013-06-06 19:59:26 UTC,0.0165,110943.30876533993,133251.92,22308.611234660104,3512.3126489238234,45,1,Enviada,Agencia Digital
410,548,460,34,2010-08-01 23:14:29 UTC,0.0081,42091.196254667615,84055.68,41964.48374533238,1385.9505467784952,35,5,Enviada,Agencia Fisica
411,912,602,34,2017-08-03 20:08:25 UTC,0.0206,5554.133271793991,8454.51,2900.3767282060094,175.0394163063748,52,6,Enviada,Agencia Fisica
412,1850,602,20,2012-10-14 21:55:11 UTC,0.0158,11526.102758476613,22325.93,10799.82724152339,223.16490128754825,108,4,Em análise,Agencia Fisica
413,161,602,81,2015-03-29 02:21:30 UTC,0.0214,170214.62086851778,210891.78,40677.15913148222,3954.160160011152,120,0,Em análise,Agencia Fisica
414,704,985,35,2012-10-13 16:59:01 UTC,0.0131,23099.804457005564,29012.83,5913.025542994438,671.7632973056318,46,1,Enviada,Agencia Digital
415,1158,985,21,2022-02-28 18:30:43 UTC,0.0189,82772.4171460853,128290.86,45518.44285391471,3322.0527920732025,34,4,Aprovada,Agencia Digital
416,1269,406,35,2016-12-02 05:25:31 UTC,0.0126,17118.326421544214,25249.57,8131.243578455786,776.2231361754176,26,2,Enviada,Agencia Digital
417,522,406,69,2015-08-13 20:46:27 UTC,0.0145,16451.606099106157,32541.69,16090.083900893842,996.8412512973416,19,0,Enviada,Agencia Digital
418,1853,406,88,2017-05-20 22:11:10 UTC,0.0199,52364.344465188085,102554.87,50190.52553481191,1477.526952258365,62,1,Enviada,Agencia Digital
419,149,672,36,2013-01-12 20:16:52 UTC,0.0191,4958.792615136448,5938.39,979.5973848635523,107.6465006202358,112,4,Enviada,Agencia Fisica
420,756,672,76,2016-05-20 04:16:11 UTC,0.0122,66486.74497784476,92072.13,25585.38502215524,1710.8190337689375,53,2,Enviada,Agencia Fisica
421,1334,672,98,2014-06-14 12:16:36 UTC,0.0117,158040.06008317714,198474.63,40434.56991682286,9325.025087480157,19,3,Aprovada,Agencia Fisica
422,1066,534,36,2019-11-22 19:41:04 UTC,0.0104,21706.493700457337,42951.18,21244.686299542664,1399.6616545774505,17,6,Enviada,Agencia Fisica
423,1485,534,10,2012-06-16 13:42:10 UTC,0.0193,23033.62008847057,34129.87,11096.249911529432,781.599583733202,44,0,Aprovada,Agencia Fisica
424,1145,849,36,2021-01-11 01:56:28 UTC,0.0202,134658.77349817395,175034.36,40375.586501826045,3358.819336146986,83,5,Enviada,Agencia Digital
425,1856,849,59,2022-09-13 00:56:34 UTC,0.0243,102305.04265481672,158163.32,55858.27734518328,2768.9813853786086,95,0,Enviada,Agencia Digital
426,667,849,77,2020-12-24 07:58:24 UTC,0.0137,9038.788244298128,11752.05,2713.261755701872,1579.5186813101852,6,3,Enviada,Agencia Digital
427,1672,849,91,2013-03-15 09:17:38 UTC,0.0245,75163.8698912625,116332.44,41168.57010873751,2103.9393363080617,86,6,Aprovada,Agencia Digital
428,1743,849,86,2012-04-30 08:47:28 UTC,0.0238,119159.37730832324,210854.8,91695.42269167672,13530.71520332096,10,6,Em análise,Agencia Digital
429,200,772,37,2019-03-27 21:33:20 UTC,0.0183,46919.14902249276,60001.44,13082.290977507251,988.2772914661152,112,1,Enviada,Agencia Digital
430,376,772,16,2016-02-23 21:43:40 UTC,0.0081,132611.89519461826,249769.01,117157.11480538176,3184.5535865489883,51,0,Aprovada,Agencia Digital
431,1152,772,76,2014-09-01 23:38:14 UTC,0.0219,35977.96551581791,60449.42,24471.45448418209,936.429276707592,85,5,Aprovada,Agencia Digital
432,1992,772,64,2016-06-19 04:40:32 UTC,0.0134,48615.19956748064,84580.69,35965.490432519364,2671.3626761794026,21,6,Validação documentos,Agencia Digital
433,1811,772,65,2018-05-30 23:49:59 UTC,0.0165,126627.6469983979,194956.96,68329.31300160209,5385.468454587392,30,2,Validação documentos,Agencia Digital
434,516,644,37,2019-08-11 02:24:45 UTC,0.0218,91145.0426280043,110898.6,19753.557371995703,2260.0194472781486,98,0,Enviada,Agencia Fisica
435,785,644,5,2021-01-05 12:43:09 UTC,0.0111,100312.22808239116,142248.96,41936.731917608806,1768.191331409978,90,6,Aprovada,Agencia Fisica
436,1163,644,97,2011-11-24 10:44:25 UTC,0.0231,75382.97504320377,102354.31,26971.334956796232,2124.529969271001,75,6,Em análise,Agencia Fisica
437,588,699,37,2019-08-02 03:10:15 UTC,0.0106,136688.4513002176,243963.78,107275.3286997824,2364.142066365003,90,6,Enviada,Agencia Fisica
438,1435,699,48,2014-03-21 03:08:24 UTC,0.0209,3659.276665677489,4408.73,749.4533343225105,89.561103268853,93,1,Aprovada,Agencia Fisica
439,1913,699,94,2016-01-16 04:12:58 UTC,0.021,33977.575997575135,67827.46,33849.88400242487,1207.6518267205854,43,2,Aprovada,Agencia Fisica
440,972,711,37,2010-06-23 07:04:18 UTC,0.0221,105666.04639222918,159567.04,53900.99360777082,2840.3368431673075,79,6,Enviada,Agencia Fisica
441,256,711,43,2021-08-02 15:02:29 UTC,0.0182,97061.7517461918,135058.79,37997.038253808176,2005.227319820315,118,5,Em análise,Agencia Fisica
442,1941,711,99,2014-06-05 15:29:52 UTC,0.0083,21026.934518423343,29591.73,8564.795481576653,289.055797800627,112,3,Em análise,Agencia Fisica
443,982,936,37,2018-04-02 22:24:01 UTC,0.0138,49850.37364194078,65947.41,16097.036358059222,1071.1313875218104,75,4,Enviada,Agencia Digital
444,450,936,99,2010-04-13 21:22:16 UTC,0.0219,62883.73721124956,109115.39,46231.65278875044,2591.0515123941377,35,1,Enviada,Agencia Digital
445,331,936,82,2015-01-30 04:30:47 UTC,0.0193,147816.64079443953,192062.19,44245.549205560455,150669.50196177152,1,1,Aprovada,Agencia Digital
446,1067,986,37,2022-09-04 04:31:22 UTC,0.0093,104304.79934651808,190050.37,85745.57065348192,1740.9358228720364,88,1,Enviada,Agencia Digital
447,681,986,39,2020-06-24 18:38:26 UTC,0.0112,79704.95543777297,108450.48,28745.524562227027,3950.1868632607434,23,3,Enviada,Agencia Digital
448,528,986,78,2020-09-10 13:26:40 UTC,0.0132,24131.955597370645,32482.14,8350.184402629353,1899.2043638767204,14,4,Enviada,Agencia Digital
449,1499,986,3,2011-11-23 08:50:33 UTC,0.009,9742.681140817327,14569.05,4826.368859182673,134.36328731012185,118,6,Aprovada,Agencia Digital
450,421,986,37,2010-10-03 14:19:41 UTC,0.0248,105677.2254903176,168762.35,63085.124509682406,28077.363349402865,4,4,Em análise,Agencia Digital
451,1322,128,37,2013-12-09 03:13:48 UTC,0.018,134672.43796268298,193374.09,58701.652037317006,2796.609588125072,113,3,Enviada,Agencia Digital
452,1781,578,37,2018-11-06 22:04:53 UTC,0.0241,58488.3868282093,116856.02,58367.6331717907,2896.47743710678,28,5,Enviada,Agencia Fisica
453,1814,870,37,2012-05-18 17:16:23 UTC,0.0127,56948.17012203003,81043.3,24095.12987796997,1035.45805281836,95,3,Enviada,Agencia Fisica
454,1472,870,67,2017-06-04 10:48:43 UTC,0.0137,32196.425159488845,56689.92,24493.494840511157,837.1913087973787,55,6,Aprovada,Agencia Fisica
455,1333,870,81,2017-11-03 09:46:58 UTC,0.0166,36158.1199225316,68839.18,32681.06007746839,769.4028790947043,92,6,Validação documentos,Agencia Fisica
456,1842,214,37,2022-02-22 13:33:14 UTC,0.0201,98835.31270010024,146726.0,47890.68729989976,4650.257833226291,28,6,Enviada,Agencia Digital
457,1443,214,71,2017-07-29 02:45:57 UTC,0.0214,160636.69313352564,204113.58,43476.88686647435,6115.537518068844,39,0,Enviada,Agencia Digital
458,517,214,31,2016-12-16 00:37:43 UTC,0.0118,111572.82425443488,153338.99,41766.165745565115,1756.6113544908287,118,0,Aprovada,Agencia Digital
459,339,214,96,2014-08-06 05:00:39 UTC,0.0157,20300.2056000445,33173.7,12873.494399955496,6980.313957165136,3,0,Aprovada,Agencia Digital
460,1932,410,37,2016-08-22 10:08:51 UTC,0.0211,138943.56029481842,199461.47,60517.90970518158,3291.5990124933896,106,1,Enviada,Agencia Fisica
461,313,410,45,2010-12-26 12:16:43 UTC,0.0243,53872.9058811792,98115.43,44242.5241188208,1521.5642538357713,82,4,Enviada,Agencia Fisica
462,1013,410,29,2015-12-06 17:09:10 UTC,0.0175,90568.6992464628,173506.78,82938.08075353719,3482.440310418744,35,5,Em análise,Agencia Fisica
463,617,410,62,2014-09-26 14:31:38 UTC,0.0151,19352.03924104112,37225.21,17873.170758958877,439.32583230803033,73,5,Validação documentos,Agencia Fisica
464,824,843,38,2011-08-09 00:28:33 UTC,0.0208,72284.2765296629,126768.15,54483.873470337116,4644.505707278032,19,2,Enviada,Agencia Digital
465,814,843,75,2020-12-21 19:30:57 UTC,0.0194,79857.24098505509,106282.27,26425.02901494492,2207.03655561097,63,4,Enviada,Agencia Digital
466,1736,843,82,2013-08-22 10:24:07 UTC,0.0203,75089.46851237577,88448.2,13358.731487624233,2351.185284850505,52,5,Enviada,Agencia Digital
467,1017,843,1,2010-01-03 20:05:18 UTC,0.0228,76028.56336906801,138815.88,62787.31663093199,2024.7742212100216,86,6,Em análise,Agencia Digital
468,1624,843,18,2018-04-30 23:17:27 UTC,0.0197,136705.50371569183,170708.6,34003.09628430818,10615.306768765862,15,6,Validação documentos,Agencia Digital
469,1576,843,66,2012-09-07 20:07:09 UTC,0.0131,142097.95470598165,227374.9,85276.94529401833,7783.880475397411,21,3,Validação documentos,Agencia Digital
470,162,289,39,2018-11-25 02:54:13 UTC,0.02,32620.62395882276,46158.58,13537.956041177242,1783.3074545598945,23,6,Enviada,Agencia Digital
471,215,245,39,2021-02-28 18:17:15 UTC,0.0103,64763.50971378154,108663.15,43899.640286218455,1023.147779802814,103,1,Enviada,Agencia Digital
472,1801,245,32,2014-08-15 14:10:10 UTC,0.0106,113789.99089032556,164380.18,50590.18910967442,2116.786099958732,80,1,Aprovada,Agencia Digital
473,1125,245,64,2014-07-22 06:28:52 UTC,0.0218,32834.25566111144,58728.52,25894.264338888555,875.055106251711,79,6,Aprovada,Agencia Digital
474,1106,245,39,2015-01-26 02:42:19 UTC,0.0128,25582.195356340504,34251.82,8669.624643659497,426.15885124868754,115,4,Em análise,Agencia Digital
475,1779,245,44,2012-10-02 15:36:26 UTC,0.0238,27959.511283383465,48966.22,21006.708716616537,1208.6855322529432,34,1,Validação documentos,Agencia Digital
476,1462,252,39,2022-01-10 21:42:55 UTC,0.009,115885.31650407217,210424.71,94539.39349592783,3971.626297326344,34,5,Enviada,Agencia Fisica
477,1922,252,23,2015-09-25 17:06:36 UTC,0.0119,41283.32466872847,67822.99,26539.665331271528,697.5156989297499,103,6,Em análise,Agencia Fisica
478,438,252,39,2017-04-06 21:14:59 UTC,0.0188,120199.9055439076,225672.23,105472.3244560924,2933.231512339486,79,0,Em análise,Agencia Fisica
479,1764,828,39,2021-12-30 15:55:20 UTC,0.0161,53741.00907530077,76298.13,22557.12092469924,1029.2198185048064,115,2,Enviada,Agencia Fisica
480,1177,828,42,2016-09-02 01:17:34 UTC,0.0145,36533.84497296392,60981.72,24447.875027036083,3617.13801942349,11,5,Enviada,Agencia Fisica
481,1509,828,41,2017-11-17 16:49:36 UTC,0.0107,20351.40045282665,39761.78,19410.379547173347,527.6933577290481,50,1,Em análise,Agencia Fisica
482,182,27,40,2019-12-16 11:31:22 UTC,0.0089,90173.75959472296,127367.03,37193.270405277035,3541.6959844319067,29,2,Enviada,Agencia Fisica
483,632,27,31,2018-03-08 03:56:29 UTC,0.0231,51916.82094552588,97820.47,45903.649054474125,1292.8093878560858,115,1,Aprovada,Agencia Fisica
484,1239,27,42,2022-05-06 23:32:01 UTC,0.0171,21903.29922810601,42712.26,20808.960771893988,453.6650836751149,103,6,Aprovada,Agencia Fisica
485,1617,27,16,2016-03-13 23:48:07 UTC,0.0095,25773.69793571066,46882.51,21108.81206428934,380.66810641847786,109,6,Em análise,Agencia Fisica
486,1531,27,15,2017-12-11 19:24:01 UTC,0.0113,9530.234901287553,15679.65,6149.415098712448,212.2730361229863,63,3,Validação documentos,Agencia Fisica
487,1773,27,45,2022-09-20 14:53:47 UTC,0.0096,72508.41333674343,112191.98,39683.56666325656,5959.543207236944,13,1,Validação documentos,Agencia Fisica
488,1254,607,40,2014-02-11 11:29:35 UTC,0.0215,21075.99097771049,39323.96,18247.969022289504,1009.703271223082,28,2,Enviada,Agencia Digital
489,1813,607,23,2010-06-11 21:10:42 UTC,0.0155,176121.08427607355,249974.5,73853.41572392643,3554.326557237865,95,6,Aprovada,Agencia Digital
490,55,607,23,2020-06-04 16:50:24 UTC,0.0169,82374.84215035496,100418.72,18043.87784964504,8269.16571676165,11,2,Em análise,Agencia Digital
491,1260,662,40,2012-12-10 19:58:43 UTC,0.0092,46674.14633784262,90265.84,43591.69366215738,1646.3630859459738,33,4,Enviada,Agencia Digital
492,221,662,96,2022-11-03 00:49:59 UTC,0.0141,19232.112795646528,30765.39,11533.27720435347,366.8276155439737,96,3,Enviada,Agencia Digital
493,1557,662,66,2019-12-22 11:27:04 UTC,0.009,14318.609156925637,24358.26,10039.650843074362,197.4708366440434,118,6,Em análise,Agencia Digital
494,354,662,28,2020-09-01 21:50:56 UTC,0.0151,122141.83298297766,242789.63,120647.79701702234,2752.2270028251305,74,4,Validação documentos,Agencia Digital
495,1870,786,40,2021-07-04 20:22:20 UTC,0.0236,67383.1533024392,99727.99,32344.836697560808,2849.9905208082487,35,2,Enviada,Agencia Fisica
496,691,713,41,2012-08-16 14:41:07 UTC,0.008,141939.18276367668,245172.53,103233.34723632332,2949.7374329549048,61,0,Enviada,Agencia Fisica
497,711,713,61,2015-07-03 01:29:26 UTC,0.0194,103711.28125423148,122856.12,19144.838745768506,35920.35001295684,3,0,Aprovada,Agencia Fisica
498,1124,144,41,2016-02-18 07:47:02 UTC,0.0226,3067.281234308288,4776.17,1708.8887656917125,172.47800081221413,23,5,Enviada,Agencia Digital
499,392,144,63,2013-09-30 00:34:03 UTC,0.0155,117007.19129500807,194510.23,77503.03870499192,3380.139941241981,50,5,Aprovada,Agencia Digital
500,768,144,1,2016-01-28 03:50:17 UTC,0.0246,77445.59469485744,119795.73,42350.13530514256,2066.2145094105726,105,3,Em análise,Agencia Digital
501,1638,784,41,2010-07-18 18:46:14 UTC,0.0186,154093.1670624633,224203.36,70110.19293753667,3901.087574362356,72,2,Enviada,Agencia Digital
502,1080,784,60,2017-01-06 21:21:47 UTC,0.0224,75637.69318121907,104212.88,28575.18681878093,1982.8749189807331,87,2,Em análise,Agencia Digital
503,1631,784,44,2018-06-03 17:54:50 UTC,0.0178,7629.913106919616,10451.96,2822.0468930803827,199.03466768764707,65,6,Validação documentos,Agencia Digital
504,1686,800,41,2018-05-06 19:19:27 UTC,0.0111,177277.25266585135,232496.1,55218.847334148646,3047.4429712817832,94,3,Enviada,Agencia Fisica
505,760,800,98,2019-10-24 11:10:11 UTC,0.0233,139252.04357194505,181592.26,42340.21642805498,36864.21878819767,4,3,Em análise,Agencia Fisica
506,325,290,42,2012-06-04 21:12:18 UTC,0.0127,59307.6476636008,81807.65,22500.0023363992,1767.721500268049,44,4,Enviada,Agencia Fisica
507,1039,290,96,2014-06-01 22:09:39 UTC,0.0219,97385.13924921432,171930.9,74545.76075078566,2785.0746911668766,67,1,Enviada,Agencia Fisica
508,921,290,80,2011-01-02 14:15:36 UTC,0.0195,87947.18123223551,103893.97,15946.788767764485,2107.728603278088,87,0,Aprovada,Agencia Fisica
509,338,712,42,2020-10-02 12:27:15 UTC,0.0229,80924.74013078696,130001.32,49076.579869213056,2678.3411979114285,52,2,Enviada,Agencia Digital
510,1354,712,49,2016-11-30 20:34:04 UTC,0.0171,89012.95573740601,158863.72,69850.76426259399,2088.010638180355,77,3,Enviada,Agencia Digital
511,1009,472,43,2021-04-14 23:45:03 UTC,0.0121,92799.6843131943,110491.76,17692.0756868057,4646.420518513603,23,5,Enviada,Agencia Fisica
512,762,472,89,2022-01-11 08:47:38 UTC,0.0104,63875.52835150859,126975.98,63100.451648491406,1152.6970878583916,83,5,Enviada,Agencia Fisica
513,260,472,77,2022-11-15 10:47:20 UTC,0.0191,141927.14817716842,226944.41,85017.26182283158,4108.082000318134,57,2,Aprovada,Agencia Fisica
514,1246,736,43,2020-03-15 21:31:47 UTC,0.0116,188058.531244489,241025.27,52966.738755511,4419.380507677489,59,4,Enviada,Agencia Fisica
515,1332,736,31,2012-05-10 11:32:25 UTC,0.0245,45176.07815274144,89767.63,44591.55184725857,1379.3100891235622,67,6,Em análise,Agencia Fisica
516,1352,736,46,2013-06-06 03:36:08 UTC,0.0127,52260.980841015975,85080.1,32819.11915898403,2737.745535146006,22,0,Em análise,Agencia Fisica
517,329,736,63,2021-11-22 09:11:59 UTC,0.0138,64264.14488665256,83018.15,18754.005113347437,65150.990086088204,1,6,Em análise,Agencia Fisica
518,1817,736,70,2011-11-11 17:23:52 UTC,0.0181,76155.4028709494,103044.52,26889.11712905059,1665.5542595729148,98,6,Em análise,Agencia Fisica
519,1297,736,62,2019-01-14 20:56:39 UTC,0.0182,78684.06896199664,96060.85,17376.781038003355,1621.6405519343316,119,4,Validação documentos,Agencia Fisica
520,1570,118,43,2013-01-17 04:29:17 UTC,0.0176,188145.66552012615,237620.42,49474.75447987383,8126.010451275795,30,5,Enviada,Agencia Digital
521,788,118,53,2021-09-18 11:00:39 UTC,0.0224,16507.03057850274,30524.88,14017.84942149726,1307.847354416584,15,2,Enviada,Agencia Digital
522,445,118,42,2020-05-18 22:01:16 UTC,0.0172,33240.82176122572,40267.83,7027.0082387742805,663.5149209600544,116,2,Aprovada,Agencia Digital
523,1596,118,10,2011-09-24 11:16:44 UTC,0.013,127549.1273525531,159760.66,32211.5326474469,2738.761516109999,72,1,Em análise,Agencia Digital
524,1759,42,43,2021-01-19 09:33:14 UTC,0.0235,164590.18155813773,199065.77,34475.58844186226,8780.729871596395,25,5,Enviada,Agencia Fisica
525,477,42,15,2013-12-23 02:18:55 UTC,0.0242,127838.92769074797,186532.25,58693.32230925204,9261.928468139415,17,6,Aprovada,Agencia Fisica
526,489,42,76,2020-04-13 00:38:28 UTC,0.012,17452.674866330657,28326.94,10874.265133669343,628.1627532373082,34,1,Validação documentos,Agencia Fisica
527,1818,807,43,2015-04-22 15:43:04 UTC,0.0234,99051.99053839168,173346.11,74294.1194616083,13720.433184911266,8,2,Enviada,Agencia Digital
528,334,807,90,2022-01-06 18:12:05 UTC,0.0121,1701.5247450428687,2056.17,354.64525495713144,96.29645247870202,20,3,Enviada,Agencia Digital
529,728,807,77,2011-03-05 20:39:47 UTC,0.024,175186.64863206976,217450.02,42263.37136793023,4477.12908412665,118,4,Em análise,Agencia Digital
530,599,425,44,2011-04-30 04:56:48 UTC,0.008,169146.00916574016,241497.6,72351.59083425986,2209.0125820634617,119,3,Enviada,Agencia Fisica
531,736,425,61,2019-02-04 02:14:27 UTC,0.0112,126647.9679096339,223793.09,97145.1220903661,2386.7436631982887,81,0,Enviada,Agencia Fisica
532,1868,425,84,2022-03-15 23:33:58 UTC,0.0233,109606.22135444664,168493.12,58886.89864555335,2743.4764374000083,116,1,Aprovada,Agencia Fisica
533,340,425,89,2010-09-09 22:49:32 UTC,0.0177,83015.70095371807,165487.9,82472.19904628192,1699.3214655878971,114,5,Aprovada,Agencia Fisica
534,1880,425,32,2016-07-11 16:55:15 UTC,0.0105,77502.47711391076,142132.71,64630.232886089216,2432.0950921134045,39,1,Em análise,Agencia Fisica
535,205,425,43,2020-04-02 08:14:39 UTC,0.0139,112816.1555462942,197807.13,84990.9744537058,1992.7667529468808,112,2,Em análise,Agencia Fisica
536,1138,425,26,2013-02-20 06:54:00 UTC,0.0154,175996.62885735888,214598.6,38601.97114264111,8265.775192138386,26,2,Validação documentos,Agencia Fisica
537,213,543,45,2017-08-19 10:27:16 UTC,0.0137,119207.20013517264,161992.55,42785.34986482736,2217.6030216718127,98,6,Enviada,Agencia Digital
538,127,543,32,2010-03-30 19:16:31 UTC,0.0237,105249.31746744008,190305.51,85056.19253255993,107743.72629141816,1,1,Aprovada,Agencia Digital
539,17,543,63,2019-05-27 06:18:08 UTC,0.0237,35834.33069822843,65794.08,29959.74930177157,907.8623164323571,117,1,Validação documentos,Agencia Digital
540,323,995,45,2017-05-06 14:13:49 UTC,0.0212,79058.0190799803,122381.21,43323.19092001971,1916.16983008086,99,3,Enviada,Agencia Digital
541,1495,995,57,2015-02-15 19:55:55 UTC,0.0105,147908.10076669272,234745.56,86837.45923330727,10709.004317364148,15,4,Aprovada,Agencia Digital
542,1925,995,37,2022-03-11 06:51:56 UTC,0.0235,44324.37669876151,75272.77,30948.39330123849,2516.6690898317256,23,5,Validação documentos,Agencia Digital
543,725,74,45,2013-10-30 07:25:35 UTC,0.0164,34692.12398494691,50829.7,16137.576015053086,904.1420488087009,61,3,Enviada,Agencia Digital
544,1723,74,39,2019-10-05 15:46:01 UTC,0.0123,9475.489106573294,11149.75,1674.2608934267057,221.74000620692655,61,0,Aprovada,Agencia Digital
545,854,69,45,2011-10-17 05:46:43 UTC,0.0088,142570.8464176925,249417.73,106846.88358230752,4531.341445123659,37,6,Enviada,Agencia Fisica
546,624,69,8,2018-01-06 07:51:33 UTC,0.0224,79888.6711788398,109159.52,29270.84882116021,2102.337479110201,86,4,Em análise,Agencia Fisica
547,988,69,18,2012-01-09 20:32:03 UTC,0.0167,40953.151048275446,70399.33,29446.17895172456,2533.241017918271,19,0,Validação documentos,Agencia Fisica
548,1038,869,45,2021-10-11 21:46:17 UTC,0.0242,110637.03618773294,151119.98,40482.94381226706,5006.8653863786685,32,6,Enviada,Agencia Fisica
549,84,869,32,2017-12-31 19:42:56 UTC,0.0173,78125.38140935858,114587.7,36462.31859064142,2476.767912074664,46,5,Em análise,Agencia Fisica
550,1055,487,45,2018-01-03 23:02:39 UTC,0.0113,47878.02000616604,86591.03,38713.00999383396,1222.6291279811608,52,3,Enviada,Agencia Digital
551,406,487,82,2017-04-29 16:23:53 UTC,0.0153,99008.81098702867,196146.98,97138.16901297132,1807.0026778640129,120,5,Validação documentos,Agencia Digital
552,1507,442,45,2016-06-28 03:46:21 UTC,0.0245,44850.46464545816,74367.28,29516.81535454184,4700.830597101748,11,5,Enviada,Agencia Digital
553,280,442,52,2010-07-02 13:05:30 UTC,0.0156,93425.40970140144,146359.1,52933.69029859854,2861.265967811444,46,5,Aprovada,Agencia Digital
554,1076,442,5,2011-06-19 03:27:20 UTC,0.0102,67935.32698189766,85140.2,17204.87301810234,4372.969326889952,17,6,Em análise,Agencia Digital
